state_abbr,state_fips,place_fips,stpl_fips,city_name,metric_name,group_name,metric_number,group_number,num,denom,est,lci,uci,county_indicator,educ_indicator,multiplier_indicator,data_yr_type,geo_level,Date of export to MySQL database,version,NOTE - NCHS Disclaimer
CA,6,46898,646898,Merced,Absenteeism,asian,1,4,120,1925,6.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,47766,647766,Milpitas,Absenteeism,asian,1,4,262,6413,4.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,48256,648256,Mission Viejo,Absenteeism,asian,1,4,93,1505,6.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,48354,648354,Modesto,Absenteeism,asian,1,4,183,2054,8.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,49270,649270,Moreno Valley,Absenteeism,asian,1,4,150,1880,8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,49670,649670,Mountain View,Absenteeism,asian,1,4,68,1496,4.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,50076,650076,Murrieta,Absenteeism,asian,1,4,86,1221,7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,50258,650258,Napa,Absenteeism,asian,1,4,30,237,12.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,51182,651182,Newport Beach,Absenteeism,asian,1,4,48,496,9.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,52526,652526,Norwalk,Absenteeism,asian,1,4,37,317,11.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,53000,653000,Oakland,Absenteeism,asian,1,4,450,5304,8.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,53322,653322,Oceanside,Absenteeism,asian,1,4,167,1748,9.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,53896,653896,Ontario,Absenteeism,asian,1,4,33,775,4.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,53980,653980,Orange,Absenteeism,asian,1,4,87,839,10.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,54652,654652,Oxnard,Absenteeism,asian,1,4,95,1318,7.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,55156,655156,Palmdale,Absenteeism,asian,1,4,73,903,8.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,56000,656000,Pasadena,Absenteeism,asian,1,4,38,1042,3.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,56700,656700,Perris,Absenteeism,asian,1,4,41,249,16.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,57792,657792,Pleasanton,Absenteeism,asian,1,4,175,5711,3.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,58072,658072,Pomona,Absenteeism,asian,1,4,29,212,13.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,59451,659451,Rancho Cucamonga,Absenteeism,asian,1,4,161,4062,4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,59920,659920,Redding,Absenteeism,asian,1,4,56,625,9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,59962,659962,Redlands,Absenteeism,asian,1,4,79,1481,5.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,60018,660018,Redondo Beach,Absenteeism,asian,1,4,14,777,1.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,60102,660102,Redwood City,Absenteeism,asian,1,4,131,778,16.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,60466,660466,Rialto,Absenteeism,asian,1,4,36,236,15.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,60620,660620,Richmond,Absenteeism,asian,1,4,135,682,19.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,62000,662000,Riverside,Absenteeism,asian,1,4,175,1932,9.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,62938,662938,Roseville,Absenteeism,asian,1,4,139,2252,6.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,64000,664000,Sacramento,Absenteeism,asian,1,4,1106,10140,10.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,64224,664224,Salinas,Absenteeism,asian,1,4,71,770,9.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,65000,665000,San Bernardino,Absenteeism,asian,1,4,151,1045,14.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,65042,665042,San Buenaventura (Ventura),Absenteeism,asian,1,4,41,547,7.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,66000,666000,San Diego,Absenteeism,asian,1,4,1263,20897,6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,67000,667000,San Francisco,Absenteeism,asian,1,4,526,20401,2.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,68000,668000,San Jose,Absenteeism,asian,1,4,2148,41487,5.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,68084,668084,San Leandro,Absenteeism,asian,1,4,198,2741,7.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,68196,668196,San Marcos,Absenteeism,asian,1,4,82,1584,5.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,68252,668252,San Mateo,Absenteeism,asian,1,4,153,2589,5.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,68378,668378,San Ramon,Absenteeism,asian,1,4,341,8747,3.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,69000,669000,Santa Ana,Absenteeism,asian,1,4,74,2013,3.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,69070,669070,Santa Barbara,Absenteeism,asian,1,4,32,302,10.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,69084,669084,Santa Clara,Absenteeism,asian,1,4,419,4849,8.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,69088,669088,Santa Clarita,Absenteeism,asian,1,4,205,2853,7.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,69196,669196,Santa Maria,Absenteeism,asian,1,4,30,437,6.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,70000,670000,Santa Monica,Absenteeism,asian,1,4,39,436,8.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,70098,670098,Santa Rosa,Absenteeism,asian,1,4,152,1582,9.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,72016,672016,Simi Valley,Absenteeism,asian,1,4,104,2420,4.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,73080,673080,South Gate,Absenteeism,asian,1,4,2,31,6.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,75000,675000,Stockton,Absenteeism,asian,1,4,672,6633,10.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,77000,677000,Sunnyvale,Absenteeism,asian,1,4,337,5825,5.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,78120,678120,Temecula,Absenteeism,asian,1,4,155,1993,7.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,78582,678582,Thousand Oaks,Absenteeism,asian,1,4,156,2006,7.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,80000,680000,Torrance,Absenteeism,asian,1,4,460,9175,5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,80238,680238,Tracy,Absenteeism,asian,1,4,153,2171,7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,80812,680812,Turlock,Absenteeism,asian,1,4,61,802,7.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,80854,680854,Tustin,Absenteeism,asian,1,4,39,1299,3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,81204,681204,Union City,Absenteeism,asian,1,4,361,3489,10.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,81344,681344,Upland,Absenteeism,asian,1,4,50,762,6.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,81554,681554,Vacaville,Absenteeism,asian,1,4,76,849,9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,81666,681666,Vallejo,Absenteeism,asian,1,4,195,1316,14.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,82590,682590,Victorville,Absenteeism,asian,1,4,92,927,9.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,82954,682954,Visalia,Absenteeism,asian,1,4,75,1052,7.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,82996,682996,Vista,Absenteeism,asian,1,4,68,516,13.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,84200,684200,West Covina,Absenteeism,asian,1,4,96,2182,4.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,84550,684550,Westminster,Absenteeism,asian,1,4,263,7103,3.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,85292,685292,Whittier,Absenteeism,asian,1,4,16,256,6.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CO,8,3455,803455,Arvada,Absenteeism,asian,1,4,55,420,13.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CO,8,4000,804000,Aurora,Absenteeism,asian,1,4,636,3136,20.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CO,8,7850,807850,Boulder,Absenteeism,asian,1,4,48,642,7.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CO,8,12815,812815,Centennial,Absenteeism,asian,1,4,39,335,11.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CO,8,16000,816000,Colorado Springs,Absenteeism,asian,1,4,392,2212,17.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CO,8,20000,820000,Denver,Absenteeism,asian,1,4,339,1741,19.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CO,8,27425,827425,Fort Collins,Absenteeism,asian,1,4,46,775,5.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CO,8,32155,832155,Greeley,Absenteeism,asian,1,4,70,354,19.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CO,8,43000,843000,Lakewood,Absenteeism,asian,1,4,83,724,11.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CO,8,45970,845970,Longmont,Absenteeism,asian,1,4,41,339,12.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CO,8,46465,846465,Loveland,Absenteeism,asian,1,4,18,185,9.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CO,8,62000,862000,Pueblo,Absenteeism,asian,1,4,22,126,17.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CO,8,77290,877290,Thornton,Absenteeism,asian,1,4,124,1003,12.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CO,8,83835,883835,Westminster,Absenteeism,asian,1,4,98,813,12.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CT,9,8000,908000,Bridgeport,Absenteeism,asian,1,4,52,299,17.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CT,9,18430,918430,Danbury,Absenteeism,asian,1,4,51,511,10,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CT,9,37000,937000,Hartford,Absenteeism,asian,1,4,67,397,16.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CT,9,50370,950370,New Britain,Absenteeism,asian,1,4,23,220,10.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CT,9,52000,952000,New Haven,Absenteeism,asian,1,4,24,237,10.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CT,9,55990,955990,Norwalk,Absenteeism,asian,1,4,48,389,12.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CT,9,73000,973000,Stamford,Absenteeism,asian,1,4,203,1157,17.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CT,9,80000,980000,Waterbury,Absenteeism,asian,1,4,28,188,14.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
HI,15,3,15003,Honolulu,Absenteeism,black,1,5,164,1541,10.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AL,1,7000,107000,Birmingham,Absenteeism,black,1,5,2190,9532,23,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AL,1,35896,135896,Hoover,Absenteeism,black,1,5,328,3370,9.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AL,1,37000,137000,Huntsville,Absenteeism,black,1,5,1167,3651,32,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AL,1,50000,150000,Mobile,Absenteeism,black,1,5,2320,11581,20,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AL,1,51000,151000,Montgomery,Absenteeism,black,1,5,2946,19046,15.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AL,1,77256,177256,Tuscaloosa,Absenteeism,black,1,5,811,4216,19.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AK,2,3000,203000,Anchorage,Absenteeism,black,1,5,478,1707,28,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AZ,4,4720,404720,Avondale,Absenteeism,black,1,5,371,1772,20.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AZ,4,12000,412000,Chandler,Absenteeism,black,1,5,459,2703,17,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AZ,4,27400,427400,Gilbert,Absenteeism,black,1,5,242,1763,13.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AZ,4,27820,427820,Glendale,Absenteeism,black,1,5,344,2546,13.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AZ,4,46000,446000,Mesa,Absenteeism,black,1,5,571,2862,20,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AZ,4,54050,454050,Peoria,Absenteeism,black,1,5,117,1020,11.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AZ,4,55000,455000,Phoenix,Absenteeism,black,1,5,3318,16952,19.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AZ,4,65000,465000,Scottsdale,Absenteeism,black,1,5,93,481,19.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AZ,4,71510,471510,Surprise,Absenteeism,black,1,5,146,933,15.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AZ,4,73000,473000,Tempe,Absenteeism,black,1,5,412,1945,21.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AZ,4,77000,477000,Tucson,Absenteeism,black,1,5,661,3205,20.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AZ,4,85540,485540,Yuma,Absenteeism,black,1,5,74,462,16,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AR,5,23290,523290,Fayetteville,Absenteeism,black,1,5,109,921,11.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AR,5,24550,524550,Fort Smith,Absenteeism,black,1,5,218,1021,21.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AR,5,35710,535710,Jonesboro,Absenteeism,black,1,5,899,3885,23.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AR,5,41000,541000,Little Rock,Absenteeism,black,1,5,2482,11258,22,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
AR,5,66080,566080,Springdale,Absenteeism,black,1,5,30,256,11.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,562,600562,Alameda,Absenteeism,black,1,5,173,731,23.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,884,600884,Alhambra,Absenteeism,black,1,5,32,103,31.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,2000,602000,Anaheim,Absenteeism,black,1,5,182,953,19.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,2252,602252,Antioch,Absenteeism,black,1,5,1125,4443,25.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,2364,602364,Apple Valley,Absenteeism,black,1,5,229,1288,17.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,3526,603526,Bakersfield,Absenteeism,black,1,5,1121,5443,20.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,3666,603666,Baldwin Park,Absenteeism,black,1,5,40,88,45.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,4982,604982,Bellflower,Absenteeism,black,1,5,137,803,17.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,6000,606000,Berkeley,Absenteeism,black,1,5,386,1687,22.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,8786,608786,Buena Park,Absenteeism,black,1,5,47,269,17.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,8954,608954,Burbank,Absenteeism,black,1,5,42,391,10.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,11194,611194,Carlsbad,Absenteeism,black,1,5,23,185,12.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,11530,611530,Carson,Absenteeism,black,1,5,246,2072,11.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,13014,613014,Chico,Absenteeism,black,1,5,70,352,19.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,13210,613210,Chino,Absenteeism,black,1,5,44,366,12,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,13214,613214,Chino Hills,Absenteeism,black,1,5,55,518,10.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,13392,613392,Chula Vista,Absenteeism,black,1,5,133,1647,8.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,13588,613588,Citrus Heights,Absenteeism,black,1,5,79,270,29.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,14218,614218,Clovis,Absenteeism,black,1,5,35,367,9.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,15044,615044,Compton,Absenteeism,black,1,5,271,1661,16.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,16000,616000,Concord,Absenteeism,black,1,5,175,579,30.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,16350,616350,Corona,Absenteeism,black,1,5,166,1415,11.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,16532,616532,Costa Mesa,Absenteeism,black,1,5,34,130,26.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,17918,617918,Daly City,Absenteeism,black,1,5,68,191,35.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,19766,619766,Downey,Absenteeism,black,1,5,62,556,11.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,21712,621712,El Cajon,Absenteeism,black,1,5,187,1185,15.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,22020,622020,Elk Grove,Absenteeism,black,1,5,674,3059,22,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,22230,622230,El Monte,Absenteeism,black,1,5,6,30,20,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,22804,622804,Escondido,Absenteeism,black,1,5,81,459,17.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,23182,623182,Fairfield,Absenteeism,black,1,5,555,2913,19.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,24638,624638,Folsom,Absenteeism,black,1,5,30,203,14.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,24680,624680,Fontana,Absenteeism,black,1,5,252,2055,12.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,26000,626000,Fremont,Absenteeism,black,1,5,170,900,18.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,27000,627000,Fresno,Absenteeism,black,1,5,410,5222,7.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,28000,628000,Fullerton,Absenteeism,black,1,5,26,225,11.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,29000,629000,Garden Grove,Absenteeism,black,1,5,75,272,27.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,30000,630000,Glendale,Absenteeism,black,1,5,29,198,14.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,32548,632548,Hawthorne,Absenteeism,black,1,5,418,2330,17.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,33000,633000,Hayward,Absenteeism,black,1,5,494,2021,24.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,33182,633182,Hemet,Absenteeism,black,1,5,342,1239,27.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,33434,633434,Hesperia,Absenteeism,black,1,5,0,892,0,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,36000,636000,Huntington Beach,Absenteeism,black,1,5,49,244,20.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,36448,636448,Indio,Absenteeism,black,1,5,19,143,13.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,36546,636546,Inglewood,Absenteeism,black,1,5,602,3197,18.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,36770,636770,Irvine,Absenteeism,black,1,5,102,799,12.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,39496,639496,Lake Forest,Absenteeism,black,1,5,26,155,16.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,39892,639892,Lakewood,Absenteeism,black,1,5,364,1888,19.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,40130,640130,Lancaster,Absenteeism,black,1,5,2235,7938,28.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,41992,641992,Livermore,Absenteeism,black,1,5,38,175,21.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,43000,643000,Long Beach,Absenteeism,black,1,5,1422,5295,26.9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,44000,644000,Los Angeles,Absenteeism,black,1,5,5093,25454,20,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,44574,644574,Lynwood,Absenteeism,black,1,5,66,341,19.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,45484,645484,Manteca,Absenteeism,black,1,5,55,340,16.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,46842,646842,Menifee,Absenteeism,black,1,5,136,818,16.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,46898,646898,Merced,Absenteeism,black,1,5,203,977,20.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,47766,647766,Milpitas,Absenteeism,black,1,5,31,203,15.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,48256,648256,Mission Viejo,Absenteeism,black,1,5,35,193,18.1,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,48354,648354,Modesto,Absenteeism,black,1,5,271,1223,22.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,49270,649270,Moreno Valley,Absenteeism,black,1,5,1010,6946,14.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,49670,649670,Mountain View,Absenteeism,black,1,5,16,125,12.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,50076,650076,Murrieta,Absenteeism,black,1,5,14,796,1.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,50258,650258,Napa,Absenteeism,black,1,5,20,85,23.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,51182,651182,Newport Beach,Absenteeism,black,1,5,14,75,18.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,52526,652526,Norwalk,Absenteeism,black,1,5,21,159,13.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,53000,653000,Oakland,Absenteeism,black,1,5,2073,8904,23.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,53322,653322,Oceanside,Absenteeism,black,1,5,128,1005,12.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,53896,653896,Ontario,Absenteeism,black,1,5,154,1041,14.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,53980,653980,Orange,Absenteeism,black,1,5,30,161,18.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,54652,654652,Oxnard,Absenteeism,black,1,5,82,379,21.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,55156,655156,Palmdale,Absenteeism,black,1,5,1166,5199,22.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,56000,656000,Pasadena,Absenteeism,black,1,5,306,1748,17.5,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,56700,656700,Perris,Absenteeism,black,1,5,252,1177,21.4,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,57792,657792,Pleasanton,Absenteeism,black,1,5,38,213,17.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,58072,658072,Pomona,Absenteeism,black,1,5,71,311,22.8,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,59451,659451,Rancho Cucamonga,Absenteeism,black,1,5,306,3418,9,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,59920,659920,Redding,Absenteeism,black,1,5,51,313,16.3,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,59962,659962,Redlands,Absenteeism,black,1,5,108,793,13.6,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,60018,660018,Redondo Beach,Absenteeism,black,1,5,14,374,3.7,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
CA,6,60102,660102,Redwood City,Absenteeism,black,1,5,47,130,36.2,-999,-999,-999,-999,-999,2015-2016,city,6/11/2019,6,
